ID,Species,Group,Group_As_On_Fig2,Source,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6
Mo17,Z. mays,NSS,NSS,Qiu et al. 2021,0.0254,0.0173358,-0.0420933,-0.0257416,-0.0301332,-0.101475,0.0599227
Mo1W,Z. mays,Mixed,Other,Qiu et al. 2021,0.02887,0.0104117,-0.0156289,-0.00201424,-0.00408871,0.00478885,0.00265256
Mo23W,Z. mays,Broad origin-public,Other,This Study,0.01998,0.0107158,-0.0109204,0.00600205,-0.00533853,0.00704221,0.00962506
Mo24W,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.02179,0.0114028,0.00630392,0.0127881,-0.00461503,0.00812695,0.00666791
Mo28W,Z. mays,Mixed,Other,This Study,0.02189,0.00924859,-0.0101627,0.0104316,-0.00391922,0.00944897,-0.00214052
Mo3,Z. mays,Broad origin-public,Other,This Study,0.02007,0.0143215,-0.000862995,-0.00521149,0.00185795,0.000913411,-0.00799613
Mo30W,Z. mays,Mixed,Other,This Study,0.02218,0.00845073,-0.00477811,0.0121931,-0.00327895,0.0100355,0.00360461
Mo39,Z. mays,Mixed,Other,This Study,0.02044,0.0141699,0.00631456,0.000765676,0.00257328,-0.00149171,-0.015595
Mo44,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02278,0.0130512,-0.00779546,0.000255533,-0.00180243,0.00245708,-0.00639711
Mo45,Z. mays,Mixed,Other,Qiu et al. 2021,0.02484,0.0105786,-0.00357961,0.00859267,-0.00227398,0.00228517,0.00397789
Mo46,Z. mays,Mixed,Other,Qiu et al. 2021,0.04034,0.0110783,-0.0112928,-0.00676549,-0.00246217,-0.00799553,0.0060429
Mo47,Z. mays,Mixed,Other,Qiu et al. 2021,0.02919,0.0081606,-0.00443426,0.00603995,-0.00164517,0.00578489,0.00559464
Mo5,Z. mays,Mixed,Other,This Study,0.02162,0.0108734,-0.0119654,0.00797744,-0.0059496,0.00603314,-0.00458217
Mo7,Z. mays,Popcorn,Other,This Study,0.02255,0.0100928,-0.010901,0.00890466,-0.00600036,0.00615225,0.00409523
MoG,Z. mays,Mixed,Other,Qiu et al. 2021,0.02703,0.00692572,-0.013348,0.00642044,-0.00388643,0.00358853,-0.0296784
Mp339,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02209,0.00956024,0.000528508,0.0174316,-0.00573447,0.0109585,0.0145894
Mt42,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.0253,0.00876542,-0.0052829,0.00454069,-0.000647092,0.0117834,-0.0106487
N192,Z. mays,SS,SS,Qiu et al. 2021,0.00993,0.0189838,0.0769632,0.00848333,0.00934726,-0.010263,0.00531297
N193,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03052,0.0104042,-0.0136292,-0.00654809,-0.00300385,-0.00859533,-0.0204117
N197,Z. mays,NSS,NSS,Qiu et al. 2021,0.03197,0.0154293,-0.0414463,-0.0253719,-0.0288729,-0.0926177,0.0505698
N199,Z. mays,Broad origin-public,Other,This Study,0.02693,0.0130977,-0.00430789,0.00378289,-0.00229498,0.00231445,-0.00331923
N200,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.02943,0.0105031,-0.00872491,-0.000885489,-0.00383158,-0.00526434,-0.00738952
N201,Z. mays,SS,SS,Qiu et al. 2021,0.01598,0.0180846,0.0877648,0.0139596,0.00786345,-0.0106391,0.0147136
N209,Z. mays,SS,SS,Qiu et al. 2021,0.02513,0.0149709,0.0187396,-0.00633492,0.00367694,-0.00870371,0.00383679
N211,Z. mays,Mixed,Other,Qiu et al. 2021,0.02943,0.0121174,-0.00710396,-0.0115044,0.00208754,0.0015012,-0.0209237
N215,Z. mays,Mixed,Other,Qiu et al. 2021,0.02881,0.0115664,-0.00740811,-0.00915648,0.0014607,0.00166399,-0.0177596
N216,Z. mays,Mixed,Other,This Study,0.02054,0.0153492,0.00129516,-0.00552342,0.00147586,-0.00103884,-0.00315893
N217,Z. mays,SS,SS,Qiu et al. 2021,0.02454,0.0184981,0.0497445,-0.00436427,0.0140421,-0.00618401,-0.013751
N218,Z. mays,SS,SS,Qiu et al. 2021,0.01877,0.0183081,0.058798,0.00403521,0.0112194,-0.00899334,-0.00615063
N22,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02793,0.0131025,-0.00812736,-0.00560725,-0.00355744,-0.00191128,0.013452
N28,Z. mays,SS,SS,Qiu et al. 2021,0.02641,0.0140472,0.00614972,-0.00941597,0.00237357,-0.0033825,0.00232581
N28Ht,Z. mays,SS,SS,Qiu et al. 2021,0.02642,0.0129455,0.00807791,-0.00452995,0.00166302,-0.00400742,-0.0047025
N501,Z. mays,SS,SS,Qiu et al. 2021,0.02298,0.0149456,0.0248836,-0.000644871,0.00368034,-0.0114016,-0.0189395
N523,Z. mays,SS,SS,Qiu et al. 2021,0.02632,0.0139367,0.00860983,-0.00507426,0.00340298,-0.00114433,-0.00604595
N527,Z. mays,SS,SS,Qiu et al. 2021,0.02616,0.0143141,0.0163657,-0.00597579,0.00499468,0.00298704,-0.0103023
N534,Z. mays,Mixed,Other,This Study,0.02147,0.0140271,-0.00274943,-0.00628407,0.00230813,0.0019223,-0.0189362
N538,Z. mays,SS,SS,This Study,0.02047,0.0172553,0.0179628,-0.00437778,0.00404061,-0.00573381,-0.00412621
N540,Z. mays,SS,SS,This Study,0.0194,0.0176052,0.0191428,-0.00533248,0.0049426,-0.00528538,-0.00692989
N542,Z. mays,SS,SS,Qiu et al. 2021,0.03035,0.0144413,0.0129572,-0.0119045,0.00759347,0.00177307,-0.00902928
N545,Z. mays,SS,SS,This Study,0.02013,0.0169611,0.0146999,-0.00621374,0.00499627,-0.00374961,-0.00826024
N6,Z. mays,Landrace,Other,Qiu et al. 2021,0.03157,0.00802681,-0.0134968,-0.00469179,-0.000332701,0.00255354,-0.0220755
N7A,Z. mays,SS,SS,Qiu et al. 2021,0.02697,0.0130574,0.00944756,-0.00712273,0.00418665,-0.00174475,-0.0106326
NAYA337K,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02923,-0.00735969,-0.0115436,0.0300912,-0.00683247,0.0228571,0.00691781
NC13,Z. mays,Mixed,Other,This Study,0.02239,0.00959901,-0.0111749,0.00798643,-0.00452639,0.00519634,-0.00720761
NC222,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.0259,0.0096732,-0.00713066,0.0107287,-0.00717281,0.00329254,-0.0103904
NC230,Z. mays,Mixed,Other,Qiu et al. 2021,0.02502,0.00778821,-0.0125919,0.00926199,-0.0074755,0.0039814,-0.00449637
NC232,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02176,0.0101293,-0.00115281,0.0149607,-0.00446836,0.0105271,0.0133196
NC236,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02351,0.0110224,-0.00234235,0.00251946,-0.0026413,0.00816282,0.00347099
NC238,Z. mays,NSS,NSS,Bukowski et al. 2018,0.02305,0.010531,0.0010148,0.0163145,-0.00750979,0.00959009,0.0108239
NC250,Z. mays,SS,SS,Qiu et al. 2021,0.02848,0.0111101,0.00806891,0.00526525,0.00200997,-0.00931434,-0.002898
NC258,Z. mays,Popcorn,Other,Bukowski et al. 2018,0.03002,0.0130919,-0.0141531,-0.00513368,-0.0131215,-0.0336793,0.00393729
NC260,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.02702,0.0130298,-0.00721969,0.00233591,-0.00793036,-0.0152427,0.0149497
NC262,Z. mays,Popcorn,Other,Qiu et al. 2021,0.03105,0.00911625,-0.0261345,-0.00349522,-0.0169859,-0.0416675,0.0012096
NC264,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02544,0.00511801,-0.00907299,0.0183248,-0.00882901,0.0132665,0.0106289
NC290A,Z. mays,Popcorn,Other,Qiu et al. 2021,0.03183,0.00968278,-0.0276368,-0.00795453,-0.0152015,-0.0380816,0.00447384
NC294,Z. mays,SS,SS,Qiu et al. 2021,0.0162,0.0151383,0.0549688,0.0133087,0.00351361,-0.017797,-0.00276538
NC296,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02422,0.00598356,-0.00520022,0.0322149,-0.00931357,0.0290717,0.0479847
NC296A,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.01904,0.00686624,0.00135776,0.0302167,-0.00842822,0.0262053,0.0452965
NC298,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.01943,0.00624447,-0.00455505,0.0324318,-0.00643956,0.0284092,0.0470077
NC300,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.01896,0.00516832,-0.00786867,0.0283064,-0.00802788,0.0274106,0.0426166
NC302,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.0219,0.00592173,-0.00363,0.0313116,-0.00984834,0.0270204,0.0450619
NC304,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.01975,0.00584958,-0.00649076,0.0302008,-0.00967568,0.026545,0.0455231
NC306,Z. mays,SS,SS,Bukowski et al. 2018,0.0103,0.0152395,0.0596125,0.0151051,0.00447118,-0.00499433,0.0111299
NC310,Z. mays,SS,SS,Qiu et al. 2021,0.00853,0.0176678,0.0721737,0.00951454,0.00888438,-0.00651797,0.0186878
NC314,Z. mays,SS,SS,Bukowski et al. 2018,0.02673,0.0146739,0.0464517,0.011662,0.00612859,-0.00779079,0.000848116
NC318,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02018,0.00638456,-0.00288381,0.0180991,-0.00596355,0.0151626,0.00943097
NC320,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02004,0.00761487,-0.00166874,0.0170202,-0.00684499,0.0137895,0.0193002
NC324,Z. mays,SS,SS,Bukowski et al. 2018,0.01873,0.0142323,0.0406151,0.0136878,0.00486719,-0.00557766,0.00514171
NC326,Z. mays,SS,SS,Qiu et al. 2021,0.00284,0.0180105,0.0870777,0.0142687,0.00884051,-0.00898633,0.0128113
NC328,Z. mays,SS,SS,Qiu et al. 2021,0.0067,0.0174771,0.0736174,0.0123212,0.0059162,-0.00891929,0.01996
NC33,Z. mays,NSS,NSS,Bukowski et al. 2018,0.02381,0.00909218,-0.0083196,0.00738808,-0.00506453,0.0101266,0.00194385
NC336,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02438,0.00485416,-0.00590076,0.0329838,-0.00904075,0.0300158,0.0485726
NC338,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02898,0.00455831,-0.00600329,0.0330731,-0.00893714,0.0286969,0.0465541
NC340,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02424,0.00296471,-0.0119142,0.0316818,-0.00900425,0.0307748,0.041156
NC342,Z. mays,Mixed,Other,Qiu et al. 2021,0.02955,0.0123337,-0.026852,-0.0107527,-0.0145889,-0.0380711,0.0117549
NC344,Z. mays,Popcorn,Other,Bukowski et al. 2018,0.01532,0.0143315,-0.00295602,-0.0016916,-0.0109842,-0.0302967,0.0112327
NC346,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02308,0.005128,-0.00881448,0.0326891,-0.00990708,0.0306102,0.0489429
NC348,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02497,0.0039594,-0.00535755,0.0294471,-0.00755462,0.0311181,0.0456189
NC350,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.03371,0.00568945,-0.00732466,0.031297,-0.00883634,0.0268711,0.0423723
NC352,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.022,0.00603097,-0.00063027,0.0325931,-0.00787104,0.0281392,0.046638
NC354,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02494,0.00547978,-0.00718654,0.0300751,-0.00923114,0.0298957,0.0473755
NC356,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02187,0.00579427,-0.00530545,0.0286738,-0.00951508,0.0232066,0.0411047
NC358,Z. mays,Tropical,Tropical,Bukowski et al. 2018,0.02266,0.00557768,-0.00776897,0.0290783,-0.00950976,0.0261883,0.0383077
NC360,Z. mays,Mixed,Other,Bukowski et al. 2018,0.01978,0.00896493,-0.0108974,0.0106306,-0.0125388,-0.00702051,0.031791
NC362,Z. mays,Popcorn,Other,Bukowski et al. 2018,0.02378,0.00793521,-0.0114247,0.00933486,-0.0121106,-0.010713,0.0153241
NC364,Z. mays,Popcorn,Other,Bukowski et al. 2018,0.02346,0.00930772,-0.00988885,0.0076146,-0.0113588,-0.00897156,0.0233372
NC366,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02477,0.00921487,-0.00179952,0.0207072,-0.0088924,0.00657772,0.0247621
NC368,Z. mays,SS,SS,Qiu et al. 2021,0.01496,0.0142001,0.0494334,0.0133091,0.00449409,-0.00541547,0.0114194
NC412,Z. mays,Mixed,Other,Qiu et al. 2021,0.03687,0.00473072,-0.022473,0.00489055,-0.012712,-0.0173099,0.016878
ND1,Z. mays,Landrace,Other,This Study,0.0244,0.000869638,-0.015263,0.0104773,-0.00758072,-0.00426392,-0.0617381
ND167,Z. mays,Broad origin-public,Other,This Study,0.02106,0.00884115,-0.0099612,0.00666092,-0.00404243,0.00273952,-0.0232867
ND230,Z. mays,Broad origin-public,Other,This Study,0.02562,0.00950924,-0.00775298,0.00815855,-0.00597315,0.00271481,-0.0189905
ND245,Z. mays,Broad origin-public,Other,This Study,0.02272,0.00852117,-0.0139456,0.00301466,-0.00169496,0.00525653,-0.0328232
ND246,Z. mays,Broad origin-public,Other,Bukowski et al. 2018,0.02203,0.00933351,-0.00585201,0.0052937,-0.00234733,0.00617753,-0.0265284
ND247,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03176,0.00660987,-0.014346,0.000756899,-0.00165071,0.00578337,-0.0276293
ND249,Z. mays,Broad origin-public,Other,This Study,0.02403,0.00826853,-0.0113528,0.00575785,-0.00114114,0.00307654,-0.0211567
ND251,Z. mays,Broad origin-public,Other,This Study,0.02118,0.00843312,-0.00740149,0.00590654,-0.000711192,0.00300455,-0.0216872
ND255,Z. mays,Mixed,Other,Wang et al. 2020,0.02711,0.00822448,-0.0111451,0.00538687,-0.00599331,0.00396422,-0.0225718
ND259,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03018,0.0065749,-0.0146635,0.00039647,-0.00112066,0.0100583,-0.0137572
ND260,Z. mays,Broad origin-public,Other,This Study,0.02082,0.010249,-0.0088613,0.00342184,-0.00254371,0.00380982,-0.0066226
ND262,Z. mays,Broad origin-public,Other,This Study,0.02051,0.0103357,-0.00631075,0.00209554,-0.00376258,-0.000176077,-0.0112757
ND265,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03109,0.00792045,-0.00723455,-0.00631024,0.0025753,-3.57002e-05,-0.0243802
ND283,Z. mays,Landrace,Other,This Study,0.02268,0.00934375,-0.00892546,0.00518276,-0.00191944,0.00211929,-0.0229029
ND287,Z. mays,Broad origin-public,Other,This Study,0.02281,0.010241,-0.00837698,0.00212275,-0.00170569,0.00661469,-0.0149657
ND30,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03196,-0.00398392,-0.0205682,0.0119077,-0.00959887,-0.0058126,-0.112166
NK740,Z. mays,NSS,NSS,Qiu et al. 2021,0.03072,0.0128074,-0.0448064,-0.0278446,-0.027986,-0.0940204,0.0550424
NK778,Z. mays,NSS,NSS,Qiu et al. 2021,0.02921,0.0113772,0.00825853,-0.000293829,0.000726535,-0.0118939,-0.0152273
NK794,Z. mays,SS,SS,This Study,0.0063,0.0185289,0.0828889,0.0129895,0.00868206,-0.0112878,0.00767086
NK807,Z. mays,SS,SS,Qiu et al. 2021,0.02943,0.0132421,0.00765401,-0.00385661,0.00367172,-0.0138788,-0.012823
NK907,Z. mays,Mixed,Other,This Study,0.02091,0.0151461,-0.0121042,-0.0295843,0.0170514,0.0250516,-0.00513401
NKBCC03,Z. mays,NSS,NSS,This Study,0.0242,0.0135592,-0.0280039,-0.00852743,-0.0170232,-0.0461661,0.0235859
NKH8431,Z. mays,Mixed,Other,Qiu et al. 2021,0.01923,0.0166024,0.0389169,0.000208962,0.00969686,-0.00240567,-0.0151185
NKNP901,Z. mays,SS,SS,This Study,0.00617,0.018437,0.0826864,0.011515,0.00983469,-0.018349,0.00273508
NKS8326,Z. mays,NSS,NSS,Qiu et al. 2021,0.03339,0.0146745,-0.0397363,-0.0241981,-0.0272209,-0.0872647,0.0519353
NL001,Z. mays,SS,SS,Wang et al. 2020,0.01292,0.0183069,0.07778,0.00867937,0.0106551,-0.00882719,-0.00126317
NO._380,Z. mays,Sweet corn,Other,This Study,0.03025,-0.00238729,-0.0200946,0.019917,-0.00815772,0.00360967,-0.0936201
NORTH_7,Z. mays,Mixed,Other,This Study,0.02077,0.00706973,-0.0155049,0.0113438,-0.00930966,-0.00590691,-0.00548764
NP87,Z. mays,Popcorn,Other,This Study,0.02304,0.00634152,-0.0128107,0.0061492,-0.00220293,0.00911045,-0.0299812
NP899,Z. mays,IDT,IDT,Qiu et al. 2021,0.03056,0.0166949,-0.0207102,-0.0657761,0.0329886,0.0370486,0.0145572
NQ402,Z. mays,IDT,IDT,This Study,0.01982,0.0198984,0.00996476,-0.0540231,0.0411682,0.0461972,0.00422704
NQ508,Z. mays,IDT,IDT,Qiu et al. 2021,0.02851,0.0198021,-0.00161794,-0.0675927,0.0411954,0.0435069,0.0112956
NS501,Z. mays,IDT,IDT,Qiu et al. 2021,0.30361,0.00987377,-0.00624913,-0.00768131,0.0126804,0.0373248,0.00343856
NS701,Z. mays,SS,SS,Qiu et al. 2021,0.00784,0.0186375,0.0820629,0.00968686,0.0101195,-0.0120974,0.00495883
NY6371,Z. mays,Tropical,Tropical,Qiu et al. 2021,0.03882,0.00538056,-0.0104627,0.01082,-0.006049,0.00912068,0.0139487
NYS302,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03216,-0.00107268,-0.0183586,0.0119839,-0.00822306,-0.0082513,-0.107892
NY_159_(Neveh_Yaar),Z. mays,Mixed,Other,This Study,0.04725,0.00783517,-0.00670301,0.00523552,-0.00171919,0.00994341,-0.00529368
NY_166_(Neveh_Yaar),Z. mays,Mixed,Other,Qiu et al. 2021,0.04007,0.00453625,-0.0195478,0.0021893,-0.00263048,0.00994936,-0.0180946
Nan21_3,Z. mays,Mixed,Huangzaosi (China),Wang et al. 2020,0.0289,0.015028,0.0283484,0.00370049,0.003207,-0.00785904,-0.0135767
Nay15,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.03204,-0.00518691,-0.0119957,0.0276212,-0.00896917,0.0223968,-0.000766209
Ny821,Z. mays,Mixed,Other,Qiu et al. 2021,0.03149,0.0119857,-0.0224704,-0.0105935,-0.0122384,-0.0349916,-0.00837705
OAXAGP1,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.028,0.000599273,-0.0109449,0.0310402,-0.00814948,0.0269113,0.0312956
OC19,Z. mays,Mixed,Other,Qiu et al. 2021,0.03101,0.000269294,-0.018363,0.0114108,-0.00370465,0.0126067,-0.0227596
OQ101,Z. mays,Mixed,Other,This Study,0.02242,0.0111256,0.00208731,0.003121,0.000250541,-0.00788444,-0.033097
OQ403,Z. mays,IDT,IDT,Qiu et al. 2021,0.03815,0.0165193,-0.00535237,-0.0687023,0.0461463,0.0520877,-0.0010473
OQ601,Z. mays,IDT,IDT,This Study,0.02028,0.0211112,-0.00288999,-0.0782524,0.0522395,0.0640973,0.01341
OQ603,Z. mays,IDT,IDT,Qiu et al. 2021,0.02963,0.0201872,-0.00335456,-0.0740535,0.0454039,0.0474082,0.0139703
OS602,Z. mays,IDT,IDT,Qiu et al. 2021,0.03287,0.0192299,0.00492241,-0.0622633,0.0422779,0.0480169,-0.00316288
Oax70,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.02836,-0.00485685,-0.0133133,0.0313358,-0.0070463,0.0257846,0.0110943
Oh3167B,Z. mays,Mixed,Other,This Study,0.02125,0.012898,0.00984107,0.00663711,0.00187785,0.00299368,-0.0192163
Oh33,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.03056,0.010981,-0.0129762,-0.00595662,-0.00258062,0.00112018,-0.00868905
Oh40B,Z. mays,NSS,NSS,Qiu et al. 2021,0.03652,0.00898263,-0.0218573,-0.00739418,-0.0105009,-0.0342897,-0.0265595
Oh43,Z. mays,NSS,NSS,Qiu et al. 2021,0.02732,0.0148732,-0.0261751,-0.0139316,-0.0126063,-0.0395658,-0.0165729
Oh43E,Z. mays,NSS,NSS,Bukowski et al. 2018,0.02196,0.0169824,-0.0213247,-0.0145654,-0.00939995,-0.0321339,-0.011104
Oh603,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02305,0.0114816,-0.00322297,0.0112625,-0.00573743,0.00563805,0.0190283
Oh7,Z. mays,Mixed,Other,Qiu et al. 2021,0.02776,0.0131187,-0.000729608,-0.00596437,0.000694789,-0.000233702,-0.0121609
Oh7B,Z. mays,Mixed,Other,Bukowski et al. 2018,0.02138,0.0146877,0.00474453,-0.00241935,0.00138192,0.00225084,-0.0067253
Os420,Z. mays,Mixed,Other,Qiu et al. 2021,0.02976,0.0119516,-0.00804776,-0.0131416,0.00470151,0.00964867,-0.00605724
Os426,Z. mays,Broad origin-public,Other,This Study,0.02253,0.0128134,-0.00423921,-0.00278257,0.00228482,0.00765328,-0.00513909
P138,Z. mays,Huangzaosi,Huangzaosi (China),Wang et al. 2020,0.02924,0.00951193,-0.0147751,0.00903924,-0.00740799,-0.00744944,0.0371839
P39,Z. mays,Sweet corn,Other,Bukowski et al. 2018,0.0227,0.00127775,-0.0148228,0.0132733,-0.00865579,-0.00635849,-0.102997
PB18,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.0318,-0.00427546,-0.013931,0.0296943,-0.00876472,0.0138815,-0.0515627
PB86,Z. mays,Landrace,Other,Brandenburg et al. 2017,0.031,0.00174833,-0.0133902,0.0199179,-0.00661241,0.0157358,-0.0353639
PH207,Z. mays,IDT,IDT,Qiu et al. 2021,0.02539,0.0206754,-0.0134947,-0.0936361,0.0607995,0.0826409,0.0155809
PH5HK,Z. mays,Mixed,Other,This Study,0.02031,0.0177653,-0.0111908,-0.0319649,0.0133697,0.0139301,0.00493283
PHAA0,Z. mays,SS,SS,Qiu et al. 2021,0.03502,0.014756,-0.0125521,-0.0122602,-0.00775083,-0.0387501,0.0132495
PHAW6,Z. mays,IDT,IDT,This Study,0.02064,0.0191471,-0.0196279,-0.0614783,0.0284462,0.0231697,0.00652154
PHB09,Z. mays,SS,SS,Qiu et al. 2021,0.02635,0.0167632,0.0256543,-0.00923865,0.00763995,-0.0193528,-0.0227259
PHB47,Z. mays,SS,SS,Qiu et al. 2021,0.0257,0.0145533,0.0145947,-0.00110962,0.00442011,-0.0101667,-0.0213536
PHBA6,Z. mays,NSS,NSS,Qiu et al. 2021,0.031,0.0125891,-0.0269268,-0.0169602,-0.00811651,-0.0252599,-0.0127722
PHBB3,Z. mays,SS,SS,Qiu et al. 2021,0.02196,0.0168638,0.039346,-0.0033983,0.0101207,-0.0253427,-0.0286706
PHBW8,Z. mays,SS,SS,Qiu et al. 2021,0.03168,0.016709,0.0169435,-0.00659595,-0.00115457,-0.038984,-0.00716061
PHDD6,Z. mays,Sweet corn,Other,This Study,0.0226,0.00168452,-0.0167455,0.0128244,-0.0024032,0.00494008,-0.0636045
PHEG9,Z. mays,Mixed,Other,Qiu et al. 2021,0.0172,0.0177425,0.0622203,0.00929467,0.00856807,-0.0119314,-0.00605896
PHEM7,Z. mays,Sweet corn,Other,This Study,0.01624,0.0182823,0.0447542,-0.000371002,0.0109921,-0.0230062,-0.0229821
PHEM9,Z. mays,SS,SS,This Study,0.02197,0.0153267,0.0101424,-0.00163549,0.00188571,-0.0175767,-0.00150289
PHEW7,Z. mays,SS,SS,This Study,0.01685,0.0182948,0.044765,-0.000399389,0.0109783,-0.0230477,-0.0229616
PHFA5,Z. mays,Mixed,Other,This Study,0.02363,0.0106664,-0.0246867,-0.00221558,-0.0101855,-0.0208212,0.00075561
PHG29,Z. mays,IDT,IDT,Qiu et al. 2021,0.02525,0.0196295,-0.0181395,-0.0882271,0.054482,0.074487,0.0186716
PHG35,Z. mays,Mixed,Other,Qiu et al. 2021,0.05317,0.0175109,-0.0138912,-0.0371548,0.0163195,0.0221359,0.00773321
PHG39,Z. mays,SS,SS,Qiu et al. 2021,0.02465,0.0184396,0.0360851,-0.0042681,0.0110511,-0.0274299,-0.0244519
PHG47,Z. mays,NSS,NSS,Qiu et al. 2021,0.02832,0.0154783,-0.0212023,-0.0173714,-0.0050693,-0.0182524,0.00518462
PHG50,Z. mays,IDT,IDT,Qiu et al. 2021,0.02558,0.0180238,-0.0206503,-0.0745481,0.0454273,0.0625997,0.00270645
PHG71,Z. mays,SS,SS,Qiu et al. 2021,0.02445,0.019565,0.0270597,-0.0410021,0.0329387,0.0276158,-0.00670679
PHG72,Z. mays,IDT,IDT,Qiu et al. 2021,0.08764,0.0205273,0.00548725,-0.0582739,0.0388095,0.0433278,0.000564991
PHG80,Z. mays,SS,SS,Qiu et al. 2021,0.02868,0.0171108,0.0177679,-0.00939172,0.00242322,-0.0359721,-0.00987233
PHG83,Z. mays,IDT,IDT,Bukowski et al. 2018,0.00634,0.0215291,0.0138233,-0.0399825,0.0269203,0.0298609,0.0144187
PHG84,Z. mays,Mixed,Other,Bukowski et al. 2018,0.00532,0.0175087,0.0111127,-0.0110414,0.00637687,0.00245809,0.0049501
PHG86,Z. mays,Mixed,Other,Bukowski et al. 2018,0.01759,0.017273,0.0721497,0.0156461,0.00591683,-0.00820656,0.00779536
PHGG7,Z. mays,Sweet corn,Other,This Study,0.02113,0.00869212,-0.0155847,0.0100992,-0.00486609,0.0103276,-0.0244957
PHGV6,Z. mays,Mixed,Other,This Study,0.02617,0.0115899,-0.0159314,-0.00459996,-0.00723808,-0.0131492,-0.00637798
PHGW7,Z. mays,IDT,IDT,Qiu et al. 2021,0.02851,0.0190786,-0.0107531,-0.0877081,0.0554506,0.0721877,0.0127769
PHH93,Z. mays,IDT,IDT,Qiu et al. 2021,0.0303,0.0184063,-0.0201519,-0.0921442,0.0545083,0.0717603,0.0141657
PHHB4,Z. mays,SS,SS,This Study,0.01541,0.0191866,0.049631,0.000518995,0.0118814,-0.024228,-0.0247627
PHHB9,Z. mays,Mixed,Other,This Study,0.01234,0.0191375,0.0638064,0.00900716,0.00903455,-0.0130749,-0.00406393
PHHH9,Z. mays,Mixed,Other,Qiu et al. 2021,0.02456,0.0158173,0.028284,0.0014895,0.00475003,-0.00731941,-0.00182098
PHHV4,Z. mays,Broad origin-public,Other,Qiu et al. 2021,0.01849,0.0159482,0.0585309,0.00854868,0.0083598,-0.0118524,-0.00242686
PHJ31,Z. mays,Mixed,Other,Bukowski et al. 2018,0.01014,0.0156967,0.0180999,0.00901615,-0.000777737,0.0015839,0.00653407
PHJ33,Z. mays,Mixed,Other,Qiu et al. 2021,0.02873,0.0160223,-0.0198804,-0.0490199,0.0172834,0.01056,0.00816566
PHJ40,Z. mays,SS,SS,Qiu et al. 2021,0.02608,0.0161874,-0.00826769,-0.00916901,-0.00843288,-0.0398248,0.0144944
PHJ65,Z. mays,Mixed,Other,This Study,0.03052,0.0036607,-0.0147062,0.0157589,-0.00477469,0.0156687,0.00949488
PHJ70,Z. mays,Mixed,Other,Qiu et al. 2021,0.01816,0.0179695,0.0457904,-0.000483959,0.00433855,-0.0159591,-0.000172253
PHJ75,Z. mays,IDT,IDT,Bukowski et al. 2018,0.00629,0.0176832,0.0119316,-0.0304933,0.026362,0.0397001,0.00173372
PHJ89,Z. mays,NSS,NSS,Qiu et al. 2021,0.03113,0.0151407,-0.0253546,-0.0218545,-0.0073285,-0.0280094,-0.00989488
