VCFname,Uniform_Name,Species,Subpopulation,Group,Source,CountryOfOrigin,HeteroticGroup,ImprovementEra,Latitude,Longitude,Notes,Proportion_Heterozygous,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,IsBugeater,ShortName
LH185,LH185,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0297,-0.000162105,0.0444463,0.00915576,-0.0705866,0.00293235,0.00666533,0.0356026,0.00412214,0.00299533,0.0143372,yes,WiDivCore
LH186,LH186,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02449,0.0203996,0.0122069,0.00386749,-0.0712813,-0.0063376,0.0209347,0.0367428,0.00573353,-0.00372738,-0.00499543,yes,Nebraska
LH188,LH188,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02462,0.016204,0.00931832,-0.00220063,-0.0685732,-0.00706808,0.0209305,0.0374528,0.012186,-0.0189595,-0.0347616,yes,Nebraska
LH189Ht,LH189HT,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.18958,0.0217557,0.00432948,0.00538951,-0.0490813,-0.0106646,0.0152075,0.00967242,0.00710541,0.00364566,0.00686474,yes,Nebraska
LH190,LH190,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0085,0.0376493,-0.0401492,0.028763,0.0063021,0.0183904,-0.00381715,0.0232596,0.0118053,-0.00270277,0.0130534,yes,WiDivCore
LH191,LH191,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01984,0.0275077,0.0020647,0.0331207,0.00221405,0.0308667,-0.0152522,0.0241909,-0.0120563,0.00895767,0.0228949,yes,WiDivCore
LH192,LH192,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01702,0.0280481,-0.0248342,0.0226376,0.00883361,0.0197406,-0.0049055,0.0215492,0.0095521,0.00703808,0.0303383,yes,WiDivCore
LH193,LH193,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0093,0.0370757,-0.0353586,0.0324655,0.00370234,0.0158236,-0.00664039,0.0190969,0.0121869,0.0041411,0.0267189,yes,WiDivCore
LH194,LH194,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01285,0.029809,-0.0194071,0.0285668,0.0140872,0.00826247,0.00133512,0.0264985,0.00895034,0.0100978,0.0406847,yes,WiDivCore
LH195,LH195,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01142,0.0388387,-0.0241388,0.040941,0.00765687,0.00665371,-0.00306018,0.0241424,0.0070951,0.010349,0.0391236,yes,WiDivCore
LH196,LH196,Z.mays,SS,SS,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.00134,0.0540808,-0.0502088,0.0334185,0.00019741,0.0107512,0.00520733,0.0288298,0.0211104,0.00389938,0.0340837,yes,HapMap3
LH197,LH197,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01426,0.0349095,-0.0230154,0.0366469,0.0122423,0.02861,-0.0156171,0.0195893,0.00684908,0.00287324,0.0220882,yes,WiDivCore
LH198,LH198,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.00904,0.0406402,-0.0358534,0.0372266,0.0104072,0.0240026,-0.00847362,0.0226948,0.0125707,0.000379846,0.0172917,yes,WiDivCore
LH199,LH199,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01211,0.0374505,-0.0292364,0.03599,0.00555439,0.0168276,-0.00792221,0.0224595,0.00991416,0.0079876,0.0388091,yes,WiDivCore
LH200,LH200,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0106,0.0390252,-0.0302962,0.0420707,0.0049383,0.00428881,-0.0029003,0.022663,0.00616716,0.0110187,0.0374623,yes,WiDivCore
LH202,LH202,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.00377,0.0417519,-0.0488772,0.0287265,-0.00138963,0.00684282,0.00680825,0.0253235,0.0252429,0.00136958,0.0306173,yes,WiDivCore
LH204,LH204,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01202,0.0377167,-0.0253815,0.0380117,0.017801,0.0142259,-0.00721505,0.021601,0.0080331,-0.00240629,0.0108669,yes,WiDivCore
LH205,LH205,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.00957,0.0390455,-0.0301205,0.0390868,0.018654,0.0399706,-0.0225675,0.0198171,0.00849631,-0.0093425,-0.00328444,yes,WiDivCore
LH206,LH206,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01504,0.0393872,-0.0268218,0.0385467,0.0136792,0.0255563,-0.0135633,0.0168925,0.00739402,-0.00328655,0.00975557,yes,WiDivCore
LH208,LH208,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02379,0.0332679,-0.0118761,0.0397222,0.018816,0.026293,-0.0218446,0.00139739,-0.00116015,-0.0077502,-0.0133502,yes,WiDivCore
LH209,LH209,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01125,0.0415457,-0.0363885,0.0405456,0.0120983,0.0283159,-0.0161234,0.0189505,0.00956373,-0.00373815,0.00950361,yes,WiDivCore
LH210,LH210,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.01019,0.0364235,-0.0395811,0.0219738,-0.00334115,0.00393379,0.00391892,0.0152289,0.0071031,0.0043526,0.018923,yes,Nebraska
LH211,LH211,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0319,0.00701103,0.0433923,0.00323447,-0.0691214,0.00408508,0.0185672,0.0540252,0.00191284,-0.000895432,0.0119851,yes,WiDivCore
LH212Ht,LH212HT,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02129,0.0250022,0.00318285,0.00862063,-0.0502811,-0.0083101,0.0168431,0.0149854,-0.00823897,0.0196459,0.0344316,yes,Nebraska
LH213,LH213,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03523,0.00448511,0.0554781,0.00410297,-0.07031,0.016291,0.014291,0.060866,-0.0035695,0.00596207,0.0243388,yes,WiDivCore
LH214,LH214,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02977,0.00600516,0.0534515,0.00457861,-0.0713905,0.0142226,0.014645,0.0588171,-0.00451541,0.00624881,0.0244002,yes,WiDivCore
LH215,LH215,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03533,-0.00197886,0.0459201,-0.00398292,-0.0592009,0.00474511,0.0102506,0.0423877,0.0107983,-0.0151346,-0.0167231,yes,WiDivCore
LH216,LH216,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03143,-0.00333666,0.0606908,-0.0101641,-0.0916642,0.0256294,0.0256458,0.111338,0.0291742,-0.0386468,-0.0412869,yes,WiDivCore
LH217,LH217,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.20407,0.0236294,-0.00828039,0.0031651,-0.0443697,-0.00770609,0.0141118,0.0140722,0.0133337,-0.00376763,-0.000214162,yes,Nebraska
LH218,LH218,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02257,0.0207675,0.0105974,0.000781364,-0.0714322,-0.00828297,0.0260751,0.0450692,0.00691091,-0.0100889,-0.0155742,yes,Nebraska
LH220Ht,LH220HT,Z.mays,SS,SS,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.00362,0.0436613,-0.0453782,0.0292371,0.00237708,0.0106782,-0.000715601,0.015857,0.0188209,-0.00413217,0.00692984,yes,HapMap3
LH222,LH222,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.01817,0.0327974,-0.0155253,0.0380016,0.0255596,0.0457699,-0.0311335,0.00780489,0.00280745,-0.0125609,-0.0177839,yes,WiDivCore
LH223,LH223,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02752,0.0143506,0.0278225,0.0426355,0.0496143,0.0793591,-0.065826,-0.0151311,-0.0198539,-0.025576,-0.0691414,yes,WiDivCore
LH224,LH224,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0233,0.0261716,0.00601391,0.0421121,0.0356258,0.0602665,-0.0487084,-0.00857933,-0.0137821,-0.0197283,-0.0519225,yes,WiDivCore
LH225,LH225,Z.mays,SS,SS,This Study,USA,NA,exPVP,NA,NA,NA,0.01905,0.030728,-0.0137496,0.0259497,0.00752795,0.0215691,-0.0197585,-0.0129585,-0.0171714,-0.000948203,-0.0227679,yes,Nebraska
LH227,LH227,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0185,0.0329257,-0.0135143,0.0412138,0.018977,0.0422144,-0.0298804,0.00792725,-0.000584659,-0.00732022,-0.0125121,no,WiDivCore
LH231,LH231,Z.mays,SS,SS,This Study,USA,NA,exPVP,NA,NA,NA,0.00656,0.0433545,-0.0442412,0.033542,-0.000841758,0.0124614,-0.000782542,0.0215361,0.0139436,0.00455732,0.0255051,yes,Nebraska
LH250,LH250,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02181,0.0211397,-0.00492367,-1.33952e-05,-0.0338769,-0.0092052,0.0138199,0.00593334,-0.0144944,0.0116554,0.00711022,yes,Nebraska
LH252,LH252,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02435,0.0183455,0.00783576,0.00399824,-0.0579326,-0.00512936,0.0148267,0.026161,0.000614497,-0.0123367,-0.0346673,yes,Nebraska
LH260,LH260,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02561,0.0258139,0.00157267,0.0110087,-0.0470689,-0.0138514,0.0209175,0.0469613,0.00369978,-0.0198001,-0.0381164,yes,Nebraska
LH284,LH284,Z.mays,NSS,NSS,This Study,USA,NA,exPVP,NA,NA,NA,0.02224,0.0240895,0.00793909,0.00795073,-0.059935,-0.00703192,0.0187411,0.0259775,-0.00550523,0.0141867,0.0244396,yes,Nebraska
LH295,LH295,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0308,-0.0013205,0.0556232,0.012448,0.0254074,-0.0314269,0.0134343,0.0127784,-0.00143245,0.00427105,0.0114491,no,WiDivCore
LH299,LH299,Z.mays,Mixed,Other,This Study,USA,NA,exPVP,NA,NA,NA,0.02318,0.0199743,0.0107971,0.0132602,-0.00886208,-0.0355298,0.0191043,0.0002222,0.000241239,0.00592946,0.00360156,yes,Nebraska
LH38,LH38,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03273,-0.00609323,0.0558547,-0.0109406,-0.024992,0.0178268,0.00412148,-0.0201504,0.00407278,0.0650526,0.14904,yes,WiDivCore
LH39,LH39,Z.mays,NSS,NSS,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.00962,0.0372246,-0.0295563,0.0117481,-0.0189468,-0.00842347,0.0144198,0.00654908,0.0135899,0.0193788,0.0535129,yes,HapMap3
LH51,LH51,Z.mays,NSS,NSS,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.00624,0.0378034,-0.0305846,0.0106049,-0.0346223,-0.00406414,0.0210238,0.0450093,0.0255243,-0.0108973,-0.00300426,yes,HapMap3
LH52,LH52,Z.mays,NSS,NSS,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.00565,0.0394333,-0.0320477,0.0125491,-0.0249879,-0.0031615,0.0150153,0.0358644,0.0264856,-0.00893624,0.00501249,yes,HapMap3
LH54,LH54,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03098,0.00314681,0.0485455,-0.00261404,-0.0911931,0.0100222,0.02074,0.0784361,0.0160445,-0.0375273,-0.0594623,yes,WiDivCore
LH57,LH57,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03187,-0.00365031,0.0537761,-0.00745298,-0.0836835,0.0126044,0.0166013,0.0729982,0.028768,-0.0338661,-0.0379324,yes,WiDivCore
LH59,LH59,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02919,0.00272222,0.0353082,0.00549449,-0.081544,0.00228737,0.0128096,0.0569515,0.0172083,-0.021367,-0.0285006,yes,WiDivCore
LH60,LH60,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03138,-0.00766926,0.0511756,-0.0140248,-0.0456181,0.0198449,0.00941234,0.0474505,0.0105405,-0.0200747,-0.0258335,yes,WiDivCore
LH61,LH61,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.27586,0.00660228,0.0384065,0.00343961,-0.0392202,0.0325105,0.000547633,0.0656445,0.0205833,-0.0396612,-0.0555323,yes,WiDivCore
LH65,LH65,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.03083,-0.00586105,0.0589543,-0.0108156,-0.0806828,0.022385,0.0193572,0.0946342,0.02689,-0.0442904,-0.0581232,no,WiDivCore
LH74,LH74,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.0114,0.0380742,-0.0290239,0.044909,0.0145271,0.0354223,-0.0268118,0.0115227,0.00056552,-0.00966116,-0.0154641,yes,WiDivCore
LH82,LH82,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02744,0.00514182,0.0319437,0.0206091,0.0053766,-0.0299607,0.00689384,-0.00358166,-0.00840919,0.0058573,-0.00159204,yes,WiDivCore
LH85,LH85,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,exPVP,NA,NA,NA,0.02734,0.0111873,0.00320525,-0.0014687,-0.0084291,-0.0141246,0.00552816,-0.0284623,-0.00233218,0.0079113,-0.00137862,yes,WiDivCore
LH93,LH93,Z.mays,Mixed,Other,Bukowski et al. 2018,USA,NA,exPVP,NA,NA,NA,0.00459,0.0376505,-0.0361618,0.0120408,-0.00843925,-0.00530612,0.00957751,0.0110524,0.0200051,0.00398565,0.0234015,yes,HapMap3
LIBC_4,LIBC4,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03298,0.000647872,0.060037,0.0232282,0.063382,-0.0630516,0.0280434,0.0290905,0.00878033,-0.00486113,0.00580722,yes,WiDivCore
LP1_NR_Ht,LP1NRHT,Z.mays,SS,SS,This Study,USA,NA,NA,NA,NA,NA,0.0172,0.037988,-0.0212103,0.0400922,0.0171857,0.0392813,-0.0345838,-0.0106392,-0.0123042,-0.0151372,-0.0490064,yes,Nebraska
LP5,LP5,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.00874,0.0335296,-0.035999,0.0215556,-0.00118898,0.00781432,0.00470701,0.0186623,0.0232027,0.00383358,0.0299299,yes,WiDivCore
LY16F,LY16F,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02337,0.0148341,-0.0105126,-0.00250414,-0.0155881,-0.00374162,0.00504335,-0.0102012,-0.0238424,0.0183573,0.0117268,no,CN
LY16M,LY16M,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02352,0.0153059,-0.0110023,-0.00181023,-0.0162693,-0.00426071,0.004905,-0.0107203,-0.0240681,0.018428,0.0110233,no,CN
L_127,L127,Z.mays,IDT,IDT,Bukowski et al. 2018,USA,NA,NA,NA,NA,NA,0.00637,0.0371099,-0.0298471,0.0190917,0.020008,-0.0275504,0.0239234,0.0235377,0.023318,-0.0033481,0.0104788,yes,HapMap3
L_135,L135,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.0288,0.00777853,0.0575601,0.0420931,0.0905168,-0.106499,0.0380633,0.0266651,0.00527797,-0.0141005,-0.02105,yes,WiDivCore
L_139,L139,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02926,0.00103241,0.0634349,0.0185005,0.0228477,-0.0432838,0.0201159,0.00985992,-0.00230383,0.0274526,0.065061,yes,WiDivCore
L_155,L155,Z.mays,IDT,IDT,This Study,USA,NA,NA,NA,NA,NA,0.02068,0.025926,0.00992615,0.0354119,0.0438395,-0.065581,0.0219229,0.00330999,0.00333734,-0.0122958,-0.0307456,yes,Nebraska
L_289,L289,Z.mays,Mixed,Other,This Study,USA,NA,NA,NA,NA,NA,0.02233,0.0133618,-0.00739043,-0.00319259,-0.0218719,-0.0120156,0.00516882,-0.0230722,0.0103047,0.000176009,-0.00317989,yes,Nebraska
Liao2202,LIAO2202,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02611,0.0179079,-0.00728077,-0.000352289,-0.0112894,-0.000821693,0.00190375,-0.0102458,-0.0290141,0.0169297,0.00768567,no,CN
Liao9586,LIAO9586,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02511,0.0181461,-0.0028554,-6.45417e-05,-0.0339278,-0.0118282,0.0124227,-0.0119156,-0.0271877,0.0217113,0.0136289,no,CN
Lo11,LO11,Z.mays,NA,Europe,Unterseer et al. 2014,NA,Flint,PublicBreeding,NA,NA,NA,0.02492,0.00937889,-0.0309504,-0.0218064,-0.0046563,-0.0153551,0.00780474,-0.0218796,0.00367431,-0.0113,-0.0290785,no,ge
Longkang1,LONGKANG1,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.18027,0.0157176,-0.0014731,-0.0051343,-0.0365976,-0.00844327,0.0130579,0.0163676,0.00330336,-0.00405133,-0.00567758,no,CN
Longkang11,LONGKANG11,Z.mays,NSS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02598,0.0154243,0.0115003,-0.00444069,-0.0608897,-0.00829303,0.0207883,0.0262021,-0.00406744,0.00516308,0.0068248,no,CN
Lp215D,LP215D,Z.mays,NSS,NSS,Qiu et al. 2021,France,NA,NA,NA,NA,NA,0.03744,-0.00492126,0.0611609,-0.00959556,-0.0681146,0.0221298,0.0180564,0.0678709,0.0234525,-0.00781209,0.0199271,yes,WiDivCore
Luosu3,LUOSU3,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02545,0.00733969,-0.00554018,-0.0101369,-0.0106308,-0.00688104,0.00133726,-0.0287473,-0.00501791,0.000865635,-0.0124042,no,CN
Luyuan92,LUYUAN92,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02213,0.0214702,0.00255734,0.0124502,-0.0537549,0.00110856,0.0128458,0.0396077,0.0109671,-0.00921608,-0.00401105,no,CN
Lv10,LV10,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02679,0.0126659,-0.00343403,-0.00405856,-0.00853697,-0.00680791,0.00236039,-0.0203643,-0.00151864,0.00391039,0.0039685,no,CN
Lv28,LV28,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.0254,0.00982466,0.00203468,-0.00565259,-0.00742278,-0.00665129,0.00133031,-0.0249811,-0.0108202,0.00823425,0.000209866,no,CN
Lv9kuan,LV9KUAN,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.0246,0.0145201,-0.0110505,-0.00632545,-0.0186116,-0.0101973,0.0057368,-0.0231093,-0.0142622,0.0096077,0.000901126,no,CN
Lx03_2,LX032,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02752,0.00466085,-0.00566871,-0.0202097,-0.0244805,-0.0175855,0.00440254,-0.0433615,-0.0752685,0.0247555,-0.0332835,no,CN
Lx9801,LX9801,Z.mays,HZS,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02736,0.00138618,-0.00335491,-0.0223261,-0.0277102,-0.0225716,0.00473063,-0.0521763,-0.0843369,0.0274647,-0.0399466,no,CN
M14,M14,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02937,0.000110253,0.0316272,-0.00196252,0.00150005,0.00875372,-0.00819444,-0.0291633,0.00238452,0.0166733,0.036379,yes,WiDivCore
M162W,M162W,Z.mays,Mixed,Other,Bukowski et al. 2018,South Africa,NA,NA,NA,NA,NA,0.02328,0.000834469,-0.00250576,-0.0317707,0.0186436,0.0144542,0.0142586,0.0122262,0.00544443,0.00252222,0.0125454,yes,GB
M37W,M37W,Z.mays,Mixed,Other,Bukowski et al. 2018,South Africa,NA,NA,NA,NA,NA,0.02108,0.00535959,-0.0136398,-0.0293598,0.0160738,0.00899074,0.0150256,0.0110443,0.000199247,0.00405352,0.00712966,yes,GB
M9,M9,Z.mays,Mixed,Huangzaosi (China),Wang et al. 2020,China,NA,NA,NA,NA,NA,0.02436,0.020793,-0.00218705,0.00674061,-0.0220743,0.00424651,-0.00100864,-0.0100614,-0.0059291,0.0127676,0.0198373,no,CN
MBPM,MBPM,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02959,-0.00599482,0.0413327,-0.0112467,-0.00405939,0.0242229,-0.00701803,-0.0143508,0.0115501,0.0201822,0.0567157,yes,WiDivCore
MBST,MBST,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03472,-0.00300615,0.0545279,-0.00448357,-0.0400537,0.0138393,0.000435976,-0.0144052,0.00210615,0.0529136,0.126404,yes,WiDivCore
MBWZ,MBWZ,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03473,0.00182184,0.0483465,0.0186531,0.0295241,-0.0468485,0.0167423,0.0169974,-0.00712779,-0.00528323,-0.015377,yes,WiDivCore
MEF156-55-2,MEF156552,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03591,-0.0160157,0.0311175,-0.013832,-0.00099797,0.00568062,-0.0122708,-0.0404117,0.0597019,-0.01987,0.000390552,yes,WiDivCore
ML606,ML606,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03301,-0.00712531,0.0541901,-0.00981125,-0.0231563,0.01547,-0.000465125,-0.0177536,0.00228965,0.052265,0.122905,yes,WiDivCore
MM501D,MM501D,Z.mays,NSS,NSS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03437,-0.00339779,0.0516383,-0.00919584,-0.0497034,0.0129666,0.00772844,0.00921633,-0.000336419,0.037604,0.0903929,yes,WiDivCore
MO18W,MO18W,Z.mays,Tropical,Tropical,Wang et al. 2020,USA,NA,PublicBreeding,NA,NA,NA,0.01957,0.00192461,-0.0114579,-0.0315638,0.0213742,0.0106128,0.0124666,0.0176887,-0.00641847,0.00429885,0.0112776,no,CN
MQ305,MQ305,Z.mays,IDT,IDT,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02886,0.0118209,0.0476643,0.0416017,0.0756504,-0.0438323,0.00356852,0.0105422,-0.00173139,-0.01647,-0.0345611,yes,WiDivCore
MS106,MS106,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02154,0.0183499,-0.00723485,0.00239643,-0.0156514,-0.0106313,0.0018759,-0.0314971,0.0069971,0.0104212,0.0170566,yes,Nebraska
MS116,MS116,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03079,-0.00702563,0.0332355,-0.00787845,0.00255621,0.0127266,-0.0106233,-0.0202651,0.00806908,-0.00224801,0.00343171,yes,WiDivCore
MS12,MS12,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02136,0.0160454,-0.0100612,-0.00383245,-0.0112851,-0.0122232,0.00538349,-0.0200195,-0.00106144,0.00476348,-0.001554,yes,Nebraska
MS132,MS132,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03234,-0.00442102,0.0428183,0.00230178,0.0117453,0.0154168,-0.0141072,-0.0198405,0.0129399,-0.00288994,0.00125212,yes,WiDivCore
MS1334,MS1334,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03113,-0.00998699,0.0320803,-0.0136256,0.000569474,0.00835224,-0.00716511,-0.0212135,0.0105229,0.000352952,0.00691955,yes,WiDivCore
MS142,MS142,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.04326,0.0135704,-0.00577956,-0.00218323,-0.00819234,-0.0148253,0.00329714,-0.0277208,0.00385472,0.00239053,-0.004343,yes,Nebraska
MS153,MS153,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.0949,-0.00628128,0.0301823,-0.0148534,0.00200959,0.0104134,-0.00409381,-0.022108,0.00368885,0.00832589,0.0228229,yes,WiDivCore
MS200,MS200,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03518,-0.00806614,0.0312241,-0.0107061,0.00813705,0.0102694,-0.0100338,-0.0244458,0.0066922,0.00282383,0.00922756,yes,WiDivCore
MS211,MS211,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03005,-0.00904714,0.0321706,-0.0106116,0.0075969,0.014892,-0.0122838,-0.0211766,0.0149086,-0.00322942,0.00848382,yes,WiDivCore
MS221,MS221,Z.mays,SS,SS,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.02826,0.0178665,0.0219226,0.0339173,0.021426,0.0573345,-0.0451659,-0.0116612,-0.0214822,0.00801423,0.00886613,yes,WiDivCore
MS222,MS222,Z.mays,SS,SS,This Study,USA,NA,NA,NA,NA,NA,0.01906,0.0337495,-0.0145747,0.0299784,-0.000388093,0.0219821,-0.0203477,-0.013887,-0.0141641,0.00828675,0.00334421,yes,Nebraska
MS223,MS223,Z.mays,Broad origin-public,Other,This Study,USA,NA,NA,NA,NA,NA,0.02088,0.0175579,-0.00636843,0.000481794,-0.0133335,-0.0106542,0.0039643,-0.0268029,0.00379356,0.00735898,0.00792854,yes,Nebraska
MS224,MS224,Z.mays,Broad origin-public,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.03183,-0.00543873,0.0378757,-0.00757592,-0.00635949,0.0212819,-0.0139184,-0.0325084,0.0175557,0.0196957,0.0570819,yes,WiDivCore
MS225,MS225,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.08448,-0.00515045,0.0383146,-0.00814898,-0.00722573,0.0190231,-0.0109626,-0.0261468,0.0150047,0.0164589,0.0493591,yes,WiDivCore
MS226,MS226,Z.mays,Mixed,Other,Qiu et al. 2021,USA,NA,NA,NA,NA,NA,0.0312,0.00597556,0.0333846,0.0198043,0.0241727,0.0309503,-0.0321347,-0.0164251,-0.0178247,-0.00534664,-0.0234152,yes,WiDivCore
